query_id,text,intent,location,target_os,software,condition
q00564,Which computers in Block C can run Fedora 42?,os_compatibility_check,Block C,Fedora 42,,
q00565,Which computers in AI Lab can run Ubuntu 24.04?,os_compatibility_check,AI Lab,Ubuntu 24.04,,
q00566,Display CPU details for Block C.,hardware_query,Block C,,,
q00567,Is VS Code supported in Lab 2?,software_compatibility_check,Lab 2,,Visual Studio Code,
q00568,Which computers need TPM for Android Studio?,upgrade_planning,Block C,Ubuntu 24.04,Android Studio,TPM
q00569,Which operating system is most suitable for Network Lab?,os_recommendation,Network Lab,Debian 13,,
q00570,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,AutoCAD,
q00571,Plan upgrades for Programming Lab to run Fedora 42.,upgrade_planning,Programming Lab,Fedora 42,PyCharm,CPU
q00572,Which systems support Blender in Library?,software_compatibility_check,Library,,Blender,
q00573,Which systems support Android Studio in Block A?,software_compatibility_check,Block A,,Android Studio,
q00574,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Ubuntu 24.04,,
q00575,Find software that runs on AI Lab.,reverse_software_lookup,AI Lab,,VMware Workstation,
q00576,Which operating system is most suitable for Block B?,os_recommendation,Block B,Debian 13,,
q00577,Recommend the best OS for Block B.,os_recommendation,Block B,Fedora 42,,
q00578,Can computers in Lab 2 run Android Studio?,software_compatibility_check,Lab 2,,Android Studio,
q00579,Which operating system is most suitable for Lab 2?,os_recommendation,Lab 2,Linux Mint 22,,
q00580,Check PyCharm compatibility for Block B.,software_compatibility_check,Block B,,PyCharm,
q00581,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q00582,Recommend the best OS for Block B.,os_recommendation,Block B,Debian 13,,
q00583,Which systems support VS Code in Block A?,software_compatibility_check,Block A,,Visual Studio Code,
q00584,What applications are compatible with Library computers?,reverse_software_lookup,Library,,MATLAB,
q00585,Can systems in Lab 2 support Linux Mint 22?,os_compatibility_check,Lab 2,Linux Mint 22,,
q00586,Is PyCharm supported in Programming Lab?,software_compatibility_check,Programming Lab,,PyCharm,
q00587,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q00588,Is VMware Workstation supported in Programming Lab?,software_compatibility_check,Programming Lab,,VMware Workstation,
q00589,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Fedora 42,AutoCAD,TPM
q00590,List computers with SSD in Block B.,hardware_query,Block B,,,
q00591,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q00592,Which computers need GPU for Blender?,upgrade_planning,Lab 2,Debian 13,Blender,GPU
q00593,Find software that runs on Block A.,reverse_software_lookup,Block A,,Android Studio,
q00594,Which computers in Block A can run Fedora 42?,os_compatibility_check,Block A,Fedora 42,,
q00595,List computers with SSD in Lab 2.,hardware_query,Lab 2,,,
q00596,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q00597,Best operating system for Block C?,os_recommendation,Block C,Debian 13,,
q00598,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,AutoCAD,
q00599,Is VS Code supported in Block C?,software_compatibility_check,Block C,,Visual Studio Code,
q00600,List machines in Library that meet Windows 10 requirements.,os_compatibility_check,Library,Windows 10,,
q00601,Display CPU details for Block B.,hardware_query,Block B,,,
q00602,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q00603,Plan upgrades for Programming Lab to run Linux Mint 22.,upgrade_planning,Programming Lab,Linux Mint 22,Android Studio,RAM upgrade
q00604,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,Oracle Database,
q00605,Suggest an OS for computers in Block B.,os_recommendation,Block B,Windows 10,,
q00606,Show PCs in Block B incompatible with Ubuntu 24.04.,os_compatibility_check,Block B,Ubuntu 24.04,,
q00607,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,Visual Studio Code,
q00608,List machines in Block B that meet Fedora 42 requirements.,os_compatibility_check,Block B,Fedora 42,,
q00609,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,AutoCAD,
q00610,Check Android Studio compatibility for Network Lab.,software_compatibility_check,Network Lab,,Android Studio,
q00611,Display CPU details for AI Lab.,hardware_query,AI Lab,,,
q00612,Can systems in Block A support Linux Mint 22?,os_compatibility_check,Block A,Linux Mint 22,,
q00613,Which operating system is most suitable for Lab 1?,os_recommendation,Lab 1,Windows 10,,
q00614,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q00615,Which operating system is most suitable for Network Lab?,os_recommendation,Network Lab,Windows 11,,
q00616,Is MATLAB supported in Block A?,software_compatibility_check,Block A,,MATLAB,
q00617,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,VMware Workstation,
q00618,Check VS Code compatibility for Block C.,software_compatibility_check,Block C,,Visual Studio Code,
q00619,List computers with SSD in Library.,hardware_query,Library,,,
q00620,Display CPU details for Lab 2.,hardware_query,Lab 2,,,
q00621,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Windows 11,,
q00622,Can computers in Lab 2 run AutoCAD 2026?,software_compatibility_check,Lab 2,,AutoCAD,
q00623,List computers with SSD in Library.,hardware_query,Library,,,
q00624,Find software that runs on Block A.,reverse_software_lookup,Block A,,MATLAB,
q00625,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,Android Studio,
q00626,Which computers in AI Lab can run Ubuntu 24.04?,os_compatibility_check,AI Lab,Ubuntu 24.04,,
q00627,List machines in Library that meet Fedora 42 requirements.,os_compatibility_check,Library,Fedora 42,,
q00628,List machines in Lab 1 that meet Debian 13 requirements.,os_compatibility_check,Lab 1,Debian 13,,
q00629,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,Visual Studio Code,
q00630,Display CPU details for Library.,hardware_query,Library,,,
q00631,Find systems needing TPM.,upgrade_planning,Network Lab,Debian 13,PyCharm,TPM
q00632,Is AutoCAD 2026 supported in Network Lab?,software_compatibility_check,Network Lab,,AutoCAD,
q00633,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,Oracle Database,
q00634,Best operating system for Block C?,os_recommendation,Block C,Windows 11,,
q00635,Which systems support AutoCAD 2026 in Block C?,software_compatibility_check,Block C,,AutoCAD,
q00636,Which operating system is most suitable for Library?,os_recommendation,Library,Linux Mint 22,,
q00637,Show PCs in Block A incompatible with Fedora 42.,os_compatibility_check,Block A,Fedora 42,,
q00638,Which computers in Lab 1 can run Linux Mint 22?,os_compatibility_check,Lab 1,Linux Mint 22,,
q00639,List computers with SSD in Programming Lab.,hardware_query,Programming Lab,,,
q00640,Which operating system is most suitable for Block C?,os_recommendation,Block C,Windows 10,,
q00641,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,Blender,
q00642,Which operating system is most suitable for Block B?,os_recommendation,Block B,Linux Mint 22,,
q00643,Display CPU details for Library.,hardware_query,Library,,,
q00644,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,Visual Studio Code,
q00645,Find software that runs on Block C.,reverse_software_lookup,Block C,,Blender,
q00646,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q00647,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,Blender,
q00648,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,VMware Workstation,
q00649,Which computers need Secure Boot for PyCharm?,upgrade_planning,Library,Windows 10,PyCharm,Secure Boot
q00650,List software supported by PCs in Library.,reverse_software_lookup,Library,,AutoCAD,
q00651,List software supported by PCs in Block A.,reverse_software_lookup,Block A,,VMware Workstation,
q00652,List computers with SSD in Block B.,hardware_query,Block B,,,
q00653,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q00654,Suggest an OS for computers in Library.,os_recommendation,Library,Windows 10,,
q00655,Show hardware details for Block C.,hardware_query,Block C,,,
q00656,Which computers need CPU for Oracle Database?,upgrade_planning,Library,Fedora 42,Oracle Database,CPU
q00657,Is VMware Workstation supported in Block B?,software_compatibility_check,Block B,,VMware Workstation,
q00658,Which computers in Lab 1 can run Windows 10?,os_compatibility_check,Lab 1,Windows 10,,
q00659,Find systems needing GPU.,upgrade_planning,Lab 2,Windows 10,Visual Studio Code,GPU
q00660,Can systems in AI Lab support Debian 13?,os_compatibility_check,AI Lab,Debian 13,,
q00661,Which operating system is most suitable for Block B?,os_recommendation,Block B,Windows 11,,
q00662,Can systems in Block A support Windows 11?,os_compatibility_check,Block A,Windows 11,,
q00663,Show PCs in Network Lab incompatible with Fedora 42.,os_compatibility_check,Network Lab,Fedora 42,,
q00664,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,Android Studio,
q00665,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Ubuntu 24.04,,
q00666,List machines in Block A that meet Ubuntu 24.04 requirements.,os_compatibility_check,Block A,Ubuntu 24.04,,
q00667,Which systems support Oracle Database in Network Lab?,software_compatibility_check,Network Lab,,Oracle Database,
q00668,Display CPU details for Library.,hardware_query,Library,,,
q00669,Which computers in Lab 1 can run Fedora 42?,os_compatibility_check,Lab 1,Fedora 42,,
q00670,List software supported by PCs in Network Lab.,reverse_software_lookup,Network Lab,,PyCharm,
q00671,Which computers need Secure Boot for VS Code?,upgrade_planning,Block B,Debian 13,Visual Studio Code,Secure Boot
q00672,Show PCs in AI Lab incompatible with Debian 13.,os_compatibility_check,AI Lab,Debian 13,,
q00673,Which operating system is most suitable for Programming Lab?,os_recommendation,Programming Lab,Fedora 42,,
q00674,Show PCs in Lab 1 incompatible with Windows 11.,os_compatibility_check,Lab 1,Windows 11,,
q00675,Which computers in Block B can run Windows 10?,os_compatibility_check,Block B,Windows 10,,
q00676,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,Visual Studio Code,
q00677,Check Android Studio compatibility for Network Lab.,software_compatibility_check,Network Lab,,Android Studio,
q00678,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,Oracle Database,
q00679,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Oracle Database,
q00680,List machines in Block A that meet Windows 11 requirements.,os_compatibility_check,Block A,Windows 11,,
q00681,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,Android Studio,
q00682,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q00683,Check AutoCAD 2026 compatibility for Lab 2.,software_compatibility_check,Lab 2,,AutoCAD,
q00684,Can systems in Programming Lab support Fedora 42?,os_compatibility_check,Programming Lab,Fedora 42,,
q00685,Display CPU details for Block B.,hardware_query,Block B,,,
q00686,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q00687,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,PyCharm,
q00688,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,AutoCAD,
q00689,Find systems needing GPU.,upgrade_planning,Block C,Windows 11,Visual Studio Code,GPU
q00690,What upgrades are required in Block C?,upgrade_planning,Block C,Debian 13,VMware Workstation,Secure Boot
q00691,Which computers in Lab 1 can run Fedora 42?,os_compatibility_check,Lab 1,Fedora 42,,
q00692,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Linux Mint 22,Visual Studio Code,RAM upgrade
q00693,Which systems support VMware Workstation in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q00694,Find software that runs on Programming Lab.,reverse_software_lookup,Programming Lab,,Blender,
q00695,Suggest an OS for computers in Block A.,os_recommendation,Block A,Linux Mint 22,,
q00696,Can computers in Block B run MATLAB?,software_compatibility_check,Block B,,MATLAB,
q00697,Show PCs in Block C incompatible with Debian 13.,os_compatibility_check,Block C,Debian 13,,
q00698,Recommend the best OS for Library.,os_recommendation,Library,Linux Mint 22,,
q00699,Display CPU details for AI Lab.,hardware_query,AI Lab,,,
q00700,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Fedora 42,Oracle Database,Secure Boot
q00701,Which systems support MATLAB in Library?,software_compatibility_check,Library,,MATLAB,
q00702,Display CPU details for Block C.,hardware_query,Block C,,,
q00703,Check VMware Workstation compatibility for Programming Lab.,software_compatibility_check,Programming Lab,,VMware Workstation,
q00704,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,PyCharm,
q00705,Can computers in Library run VS Code?,software_compatibility_check,Library,,Visual Studio Code,
q00706,List machines in Lab 1 that meet Fedora 42 requirements.,os_compatibility_check,Lab 1,Fedora 42,,
q00707,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Windows 10,,
q00708,List computers with SSD in Block C.,hardware_query,Block C,,,
q00709,List computers with SSD in Block A.,hardware_query,Block A,,,
q00710,Best operating system for AI Lab?,os_recommendation,AI Lab,Debian 13,,
q00711,Which computers in Network Lab can run Fedora 42?,os_compatibility_check,Network Lab,Fedora 42,,
q00712,What applications are compatible with Network Lab computers?,reverse_software_lookup,Network Lab,,Visual Studio Code,
q00713,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Ubuntu 24.04,MATLAB,TPM
q00714,Which computers in Block A can run Fedora 42?,os_compatibility_check,Block A,Fedora 42,,
q00715,Which operating system is most suitable for Block A?,os_recommendation,Block A,Ubuntu 24.04,,
q00716,Show PCs in Block B incompatible with Ubuntu 24.04.,os_compatibility_check,Block B,Ubuntu 24.04,,
q00717,List software supported by PCs in AI Lab.,reverse_software_lookup,AI Lab,,Visual Studio Code,
q00718,List computers with SSD in Library.,hardware_query,Library,,,
q00719,Which computers need Storage for MATLAB?,upgrade_planning,Network Lab,Ubuntu 24.04,MATLAB,Storage
q00720,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q00721,Can systems in Block B support Windows 11?,os_compatibility_check,Block B,Windows 11,,
q00722,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,MATLAB,
q00723,Plan upgrades for Lab 1 to run Windows 10.,upgrade_planning,Lab 1,Windows 10,MATLAB,Storage
q00724,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,Visual Studio Code,
q00725,Display CPU details for Programming Lab.,hardware_query,Programming Lab,,,
q00726,Best operating system for Lab 2?,os_recommendation,Lab 2,Fedora 42,,
q00727,Display CPU details for Library.,hardware_query,Library,,,
q00728,List software supported by PCs in Network Lab.,reverse_software_lookup,Network Lab,,VMware Workstation,
q00729,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Ubuntu 24.04,,
q00730,Suggest an OS for computers in Block A.,os_recommendation,Block A,Windows 10,,
q00731,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Visual Studio Code,
q00732,Plan upgrades for Block A to run Windows 10.,upgrade_planning,Block A,Windows 10,Oracle Database,Secure Boot
q00733,List machines in Block C that meet Fedora 42 requirements.,os_compatibility_check,Block C,Fedora 42,,
q00734,Which systems support PyCharm in Library?,software_compatibility_check,Library,,PyCharm,
q00735,Suggest an OS for computers in Block A.,os_recommendation,Block A,Windows 11,,
q00736,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,Visual Studio Code,
q00737,Can systems in Block C support Windows 10?,os_compatibility_check,Block C,Windows 10,,
q00738,Suggest an OS for computers in Block A.,os_recommendation,Block A,Ubuntu 24.04,,
q00739,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,Blender,
q00740,Plan upgrades for Network Lab to run Ubuntu 24.04.,upgrade_planning,Network Lab,Ubuntu 24.04,MATLAB,Storage
q00741,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Debian 13,,
q00742,Which computers need Storage for Android Studio?,upgrade_planning,Network Lab,Debian 13,Android Studio,Storage
q00743,Show hardware details for Block B.,hardware_query,Block B,,,
q00744,Find software that runs on Block C.,reverse_software_lookup,Block C,,Blender,
q00745,List machines in Lab 1 that meet Windows 11 requirements.,os_compatibility_check,Lab 1,Windows 11,,
q00746,Best operating system for Lab 1?,os_recommendation,Lab 1,Debian 13,,
q00747,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,Visual Studio Code,
q00748,Find software that runs on Library.,reverse_software_lookup,Library,,PyCharm,
q00749,What upgrades are required in Block C?,upgrade_planning,Block C,Debian 13,PyCharm,TPM
q00750,Which computers in Block A can run Debian 13?,os_compatibility_check,Block A,Debian 13,,
q00751,Can computers in Programming Lab run VS Code?,software_compatibility_check,Programming Lab,,Visual Studio Code,
q00752,Which operating system is most suitable for Block B?,os_recommendation,Block B,Ubuntu 24.04,,
q00753,Check PyCharm compatibility for Block A.,software_compatibility_check,Block A,,PyCharm,
q00754,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,MATLAB,
q00755,List machines in Block A that meet Ubuntu 24.04 requirements.,os_compatibility_check,Block A,Ubuntu 24.04,,
q00756,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,Visual Studio Code,
q00757,Which software can run on computers in Library?,reverse_software_lookup,Library,,Oracle Database,
q00758,Find software that runs on Library.,reverse_software_lookup,Library,,Oracle Database,
q00759,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Linux Mint 22,,
q00760,List software supported by PCs in Network Lab.,reverse_software_lookup,Network Lab,,Oracle Database,
q00761,Which operating system is most suitable for Block B?,os_recommendation,Block B,Fedora 42,,
q00762,Display CPU details for Block A.,hardware_query,Block A,,,
q00763,Plan upgrades for Block C to run Linux Mint 22.,upgrade_planning,Block C,Linux Mint 22,MATLAB,GPU
q00764,Is Android Studio supported in Block A?,software_compatibility_check,Block A,,Android Studio,
q00765,Show hardware details for Block C.,hardware_query,Block C,,,
q00766,Show PCs in Network Lab incompatible with Ubuntu 24.04.,os_compatibility_check,Network Lab,Ubuntu 24.04,,
q00767,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Fedora 42,Android Studio,CPU
q00768,Show hardware details for Block C.,hardware_query,Block C,,,
q00769,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,AutoCAD,
q00770,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,MATLAB,
q00771,Recommend the best OS for Block B.,os_recommendation,Block B,Windows 10,,
q00772,Is MATLAB supported in AI Lab?,software_compatibility_check,AI Lab,,MATLAB,
q00773,Check VMware Workstation compatibility for AI Lab.,software_compatibility_check,AI Lab,,VMware Workstation,
q00774,Can computers in Network Lab run MATLAB?,software_compatibility_check,Network Lab,,MATLAB,
q00775,Which computers in Programming Lab can run Windows 10?,os_compatibility_check,Programming Lab,Windows 10,,
q00776,Is VS Code supported in Block A?,software_compatibility_check,Block A,,Visual Studio Code,
q00777,Which systems support VS Code in Network Lab?,software_compatibility_check,Network Lab,,Visual Studio Code,
q00778,Plan upgrades for Programming Lab to run Windows 11.,upgrade_planning,Programming Lab,Windows 11,Android Studio,GPU
q00779,Check Oracle Database compatibility for Lab 2.,software_compatibility_check,Lab 2,,Oracle Database,
q00780,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,Blender,
q00781,Which computers need Secure Boot for VMware Workstation?,upgrade_planning,Network Lab,Linux Mint 22,VMware Workstation,Secure Boot
q00782,List machines in AI Lab that meet Windows 11 requirements.,os_compatibility_check,AI Lab,Windows 11,,
q00783,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Debian 13,,
q00784,Which software can run on computers in Library?,reverse_software_lookup,Library,,AutoCAD,
q00785,Check AutoCAD 2026 compatibility for Lab 1.,software_compatibility_check,Lab 1,,AutoCAD,
q00786,Show hardware details for Block B.,hardware_query,Block B,,,
q00787,Plan upgrades for Block A to run Linux Mint 22.,upgrade_planning,Block A,Linux Mint 22,Visual Studio Code,RAM upgrade
q00788,Best operating system for Library?,os_recommendation,Library,Debian 13,,
q00789,Show hardware details for Programming Lab.,hardware_query,Programming Lab,,,
q00790,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q00791,Which operating system is most suitable for Block B?,os_recommendation,Block B,Fedora 42,,
q00792,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q00793,Find systems needing GPU.,upgrade_planning,Network Lab,Linux Mint 22,MATLAB,GPU
q00794,Which computers in Lab 2 can run Debian 13?,os_compatibility_check,Lab 2,Debian 13,,
q00795,Can computers in Lab 2 run Blender?,software_compatibility_check,Lab 2,,Blender,
q00796,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,MATLAB,
q00797,Find systems needing GPU.,upgrade_planning,Programming Lab,Windows 11,Android Studio,GPU
q00798,Which systems support Blender in Programming Lab?,software_compatibility_check,Programming Lab,,Blender,
q00799,List machines in Network Lab that meet Debian 13 requirements.,os_compatibility_check,Network Lab,Debian 13,,
q00800,Best operating system for Network Lab?,os_recommendation,Network Lab,Ubuntu 24.04,,
q00801,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q00802,Show PCs in Lab 2 incompatible with Windows 11.,os_compatibility_check,Lab 2,Windows 11,,
q00803,Can computers in Lab 1 run VS Code?,software_compatibility_check,Lab 1,,Visual Studio Code,
q00804,Suggest an OS for computers in Block C.,os_recommendation,Block C,Ubuntu 24.04,,
q00805,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Ubuntu 24.04,Blender,TPM
q00806,Show hardware details for Block A.,hardware_query,Block A,,,
q00807,List software supported by PCs in Block A.,reverse_software_lookup,Block A,,Oracle Database,
q00808,What upgrades are required in Block B?,upgrade_planning,Block B,Windows 10,PyCharm,CPU
q00809,Plan upgrades for Lab 2 to run Debian 13.,upgrade_planning,Lab 2,Debian 13,MATLAB,RAM upgrade
q00810,Can computers in Library run PyCharm?,software_compatibility_check,Library,,PyCharm,
q00811,Show PCs in Block B incompatible with Windows 10.,os_compatibility_check,Block B,Windows 10,,
q00812,Show hardware details for Library.,hardware_query,Library,,,
q00813,Display CPU details for Lab 2.,hardware_query,Lab 2,,,
q00814,Find systems needing GPU.,upgrade_planning,Lab 2,Windows 10,Android Studio,GPU
q00815,What applications are compatible with AI Lab computers?,reverse_software_lookup,AI Lab,,MATLAB,
q00816,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q00817,Which systems support Blender in AI Lab?,software_compatibility_check,AI Lab,,Blender,
q00818,Show PCs in Network Lab incompatible with Windows 10.,os_compatibility_check,Network Lab,Windows 10,,
q00819,Can systems in AI Lab support Windows 11?,os_compatibility_check,AI Lab,Windows 11,,
q00820,Is VMware Workstation supported in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q00821,Suggest an OS for computers in Block C.,os_recommendation,Block C,Debian 13,,
q00822,Find software that runs on Block B.,reverse_software_lookup,Block B,,PyCharm,
q00823,Show hardware details for Block B.,hardware_query,Block B,,,
q00824,List computers with SSD in Block B.,hardware_query,Block B,,,
q00825,Which systems support AutoCAD 2026 in Network Lab?,software_compatibility_check,Network Lab,,AutoCAD,
q00826,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q00827,Find systems needing Storage.,upgrade_planning,Programming Lab,Windows 10,Oracle Database,Storage
q00828,Which systems support Blender in Block C?,software_compatibility_check,Block C,,Blender,
q00829,What applications are compatible with AI Lab computers?,reverse_software_lookup,AI Lab,,VMware Workstation,
q00830,List machines in Network Lab that meet Linux Mint 22 requirements.,os_compatibility_check,Network Lab,Linux Mint 22,,
q00831,List machines in Library that meet Windows 10 requirements.,os_compatibility_check,Library,Windows 10,,
q00832,Which operating system is most suitable for Block A?,os_recommendation,Block A,Debian 13,,
q00833,Which computers in Lab 2 can run Linux Mint 22?,os_compatibility_check,Lab 2,Linux Mint 22,,
q00834,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q00835,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q00836,What upgrades are required in Block B?,upgrade_planning,Block B,Ubuntu 24.04,Android Studio,RAM upgrade
q00837,Find systems needing GPU.,upgrade_planning,Block B,Debian 13,Blender,GPU
q00838,Show PCs in Programming Lab incompatible with Debian 13.,os_compatibility_check,Programming Lab,Debian 13,,
q00839,Can computers in AI Lab run MATLAB?,software_compatibility_check,AI Lab,,MATLAB,
q00840,List computers with SSD in Block C.,hardware_query,Block C,,,
q00841,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,VMware Workstation,
q00842,Best operating system for Lab 2?,os_recommendation,Lab 2,Linux Mint 22,,
q00843,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,VMware Workstation,
q00844,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Ubuntu 24.04,,
q00845,Which operating system is most suitable for Block B?,os_recommendation,Block B,Fedora 42,,
q00846,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,AutoCAD,
q00847,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Fedora 42,Android Studio,GPU
q00848,Find systems needing CPU.,upgrade_planning,Lab 1,Debian 13,PyCharm,CPU
q00849,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Windows 11,,
q00850,Find systems needing TPM.,upgrade_planning,Block A,Windows 11,VMware Workstation,TPM
q00851,Find software that runs on Block A.,reverse_software_lookup,Block A,,Oracle Database,
q00852,List machines in Block C that meet Fedora 42 requirements.,os_compatibility_check,Block C,Fedora 42,,
q00853,Find systems needing GPU.,upgrade_planning,Library,Windows 11,Android Studio,GPU
q00854,Find software that runs on Programming Lab.,reverse_software_lookup,Programming Lab,,Oracle Database,
q00855,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,MATLAB,
q00856,Show hardware details for Block C.,hardware_query,Block C,,,
q00857,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q00858,Can computers in Programming Lab run MATLAB?,software_compatibility_check,Programming Lab,,MATLAB,
q00859,List machines in Network Lab that meet Windows 11 requirements.,os_compatibility_check,Network Lab,Windows 11,,
q00860,Plan upgrades for Block A to run Ubuntu 24.04.,upgrade_planning,Block A,Ubuntu 24.04,PyCharm,Storage
q00861,Which systems support AutoCAD 2026 in Block C?,software_compatibility_check,Block C,,AutoCAD,
q00862,Suggest an OS for computers in Block A.,os_recommendation,Block A,Linux Mint 22,,
q00863,Which operating system is most suitable for Library?,os_recommendation,Library,Fedora 42,,
q00864,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q00865,What applications are compatible with Block B computers?,reverse_software_lookup,Block B,,VMware Workstation,
q00866,Can computers in Lab 2 run Android Studio?,software_compatibility_check,Lab 2,,Android Studio,
q00867,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q00868,Show PCs in Block A incompatible with Windows 10.,os_compatibility_check,Block A,Windows 10,,
q00869,Show hardware details for AI Lab.,hardware_query,AI Lab,,,
q00870,Can computers in Block C run VMware Workstation?,software_compatibility_check,Block C,,VMware Workstation,
q00871,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Windows 11,Oracle Database,Secure Boot
q00872,Which software can run on computers in Network Lab?,reverse_software_lookup,Network Lab,,AutoCAD,
q00873,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Visual Studio Code,
q00874,Which computers in Block C can run Windows 10?,os_compatibility_check,Block C,Windows 10,,
q00875,Show PCs in AI Lab incompatible with Windows 11.,os_compatibility_check,AI Lab,Windows 11,,
q00876,Can computers in AI Lab run VMware Workstation?,software_compatibility_check,AI Lab,,VMware Workstation,
q00877,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Ubuntu 24.04,PyCharm,GPU
q00878,List machines in Library that meet Windows 11 requirements.,os_compatibility_check,Library,Windows 11,,
q00879,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,AutoCAD,
q00880,Recommend the best OS for Block C.,os_recommendation,Block C,Windows 10,,
q00881,Display CPU details for Block B.,hardware_query,Block B,,,
q00882,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Windows 11,,
q00883,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q00884,Recommend the best OS for Network Lab.,os_recommendation,Network Lab,Windows 10,,
q00885,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,Oracle Database,
q00886,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Debian 13,,
